#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-30T21:58:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e3336079635	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-order=I
#-nav=cat:J/A+A/630/A58&tab:{J/A+A/630/A58/table2}&key:source=J/A+A/630/A58&HTTPPRM:&&-ref=VIZ5e3336079635&-out.max=unlimited&-out.form=HTML Table&-out.all=2&-order=I&-oc.form=dec&-out.src=J/A+A/630/A58/table2&-out=vu&-out=Ju&-out=vl&-out=Jl&-out=sigma&-out=Dsigma&-out=lambda&-out=Dlambda&-out=Aqua&-out=Ama&-out=A&-out=Atot&-out=Eu&-out=DEu&-out=Tu&-out=gu&-meta=1u&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/A+A/630/A58/table2
#-source=J/A+A/630/A58/table2
#-out=vu
#-out=Ju
#-out=vl
#-out=Jl
#-out=sigma
#-out=Dsigma
#-out=lambda
#-out=Dlambda
#-out=Aqua
#-out=Ama
#-out=A
#-out=Atot
#-out=Eu
#-out=DEu
#-out=Tu
#-out=gu
#-source=J/A+A/630/A58
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_36300058
#Name: J/A+A/630/A58
#Title: Full infrared spectrum of molecular hydrogen (Roueff+, 2019)
#Table	J_A_A_630_A58_table2:
#Name: J/A+A/630/A58/table2
#Title: List of all infrared transition of the X H2 rovibrational states
#Column	vu	(I2)	Upper state vibrational quantum number	[ucd=phys.atmol.qn]
#Column	Ju	(I2)	Upper state rotational quantum number	[ucd=phys.atmol.qn]
#Column	vl	(I2)	Lower state vibrational quantum number	[ucd=phys.atmol.qn]
#Column	Jl	(I2)	Lower state rotational quantum number	[ucd=phys.atmol.qn]
#Column	sigma	(F16.6)	Transition wave-number, {sigma}	[ucd=em.wavenumber;phys.atmol.transition]
#Column	Dsigma	(F7)	Transition wave-number accuracy, {Delta}{sigma}	[ucd=stat.error]
#Column	lambda	(F17.9)	Transition wavelength, {lambda}	[ucd=em.wl;phys.atmol.transition]
#Column	Dlambda	(F7)	Transition wavelength accuracy, {Delta}{lambda}	[ucd=stat.error]
#Column	Aqua	(E9.2)	Electric quadrupole transition Einstein coefficient Aqua(vu,Ju --> vl,Jl)	[ucd=phys.atmol.transProb;phys.atmol.transition]
#Column	Ama	(E9.2)	Magnetic dipole transition Einstein coefficient Ama(vu,Ju --> vl,Jl)	[ucd=phys.atmol.transProb;phys.atmol.transition]
#Column	A	(E9.2)	Full radiative transition emission probability Einstein coefficient A(vu,Ju --> vl,Jl) = Aqua(vu,Ju --> vl,Jl) + Ama(vu,Ju --> vl,Jl)	[ucd=phys.atmol.transProb]
#Column	Atot	(E9.2)	Total level emission probability of the upper level A_tot_(vu,Ju) = {Sum}(vl,Jl) A(vu,Ju --> vl,Jl)	[ucd=stat.probability;phys.atmol.level]
#Column	Eu	(F16.6)	Upper level energy (origin is the H_2 dissociation limit)	[ucd=phys.energy;phys.atmol.level]
#Column	DEu	(F7)	Upper level energy accuracy, {Delta}Eu	[ucd=stat.error]
#Column	Tu	(F11.1)	Upper level term energy (computed from (0,0) level with a dissociation energy of 36118.0695cm^-1^)	[ucd=phys.energy;phys.atmol.level]
#Column	gu	(I3)	Upper level statistical weight (1)	[ucd=stat.weight;phys.atmol.level]
vu	Ju	vl	Jl	sigma	Dsigma	lambda	Dlambda	Aqua	Ama	A	Atot	Eu	DEu	Tu	gu
 9	 7	 3	 5	    17588.799260	  2e-03	      0.568543643	  8e-08	 8.42e-08	 0.00e+00	 8.42e-08	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 4	 9	    11597.685774	  2e-03	      0.862240985	  1e-07	 1.61e-08	 0.00e+00	 1.61e-08	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 4	 7	    13045.356252	  2e-03	      0.766556298	  1e-07	 3.90e-08	 8.31e-11	 3.91e-08	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 4	 5	    14204.598497	  2e-03	      0.703997371	  9e-08	 2.93e-07	 0.00e+00	 2.93e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 5	 9	     8602.957558	  1e-03	      1.162390949	  2e-07	 3.57e-09	 0.00e+00	 3.57e-09	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 5	 7	     9959.176184	  1e-03	      1.004099116	  1e-07	 1.91e-07	 2.66e-10	 1.91e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 5	 5	    11047.071607	  1e-03	      0.905217270	  1e-07	 7.74e-07	 0.00e+00	 7.74e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 6	 9	     5840.495513	  7e-04	      1.712183492	  2e-07	 7.33e-08	 0.00e+00	 7.33e-08	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 6	 7	     7103.222138	  7e-04	      1.407811808	  1e-07	 6.01e-07	 1.32e-09	 6.03e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 6	 5	     8118.481078	  7e-04	      1.231757505	  1e-07	 1.29e-06	 0.00e+00	 1.29e-06	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 7	 9	     3318.116536	  3e-04	      3.013757923	  3e-07	 2.80e-07	 0.00e+00	 2.80e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 7	 7	     4483.766732	  3e-04	      2.230267674	  2e-07	 5.92e-07	 1.93e-08	 6.12e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 7	 5	     5424.006832	  3e-04	      1.843655495	  1e-07	 5.94e-07	 0.00e+00	 5.94e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 8	 9	     1048.027158	  1e-04	      9.541737467	  1e-06	 8.34e-09	 0.00e+00	 8.34e-09	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 8	 7	     2110.973610	  8e-05	      4.737150646	  2e-07	 1.66e-08	 8.82e-08	 1.05e-07	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 8	 5	     2972.397248	  6e-05	      3.364287868	  7e-08	 2.46e-08	 0.00e+00	 2.46e-08	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 7	 9	 5	      776.899503	  7e-05	     12.871677690	  1e-06	 5.96e-09	 0.00e+00	 5.96e-09	 5.04e-06	    -5264.001838	  5e-03	    44392.1	 45
 9	 8	 0	10	    25279.835886	  4e-03	      0.395572188	  7e-08	 3.79e-11	 0.00e+00	 3.79e-11	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 0	 8	    27258.813184	  5e-03	      0.366853829	  6e-08	 8.75e-13	 2.10e-14	 8.96e-13	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 0	 6	    28895.859210	  5e-03	      0.346070346	  6e-08	 2.45e-10	 0.00e+00	 2.45e-10	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 1	10	    21427.018495	  4e-03	      0.466700489	  8e-08	 4.57e-10	 0.00e+00	 4.57e-10	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 1	 8	    23303.173823	  4e-03	      0.429126096	  7e-08	 4.52e-11	 3.47e-13	 4.55e-11	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 1	 6	    24856.367426	  4e-03	      0.402311401	  6e-08	 3.30e-09	 0.00e+00	 3.30e-09	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 2	10	    17803.474359	  3e-03	      0.561688118	  9e-08	 2.67e-09	 0.00e+00	 2.67e-09	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 2	 8	    19578.641292	  3e-03	      0.510760673	  8e-08	 7.30e-10	 3.49e-12	 7.34e-10	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 2	 6	    21049.627606	  3e-03	      0.475067787	  7e-08	 2.25e-08	 0.00e+00	 2.25e-08	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 3	10	    14406.697716	  2e-03	      0.694121595	  1e-07	 9.53e-09	 0.00e+00	 9.53e-09	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 3	 8	    16081.866633	  2e-03	      0.621818364	  9e-08	 6.53e-09	 2.33e-11	 6.55e-09	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 3	 6	    17471.642682	  2e-03	      0.572356028	  8e-08	 1.01e-07	 0.00e+00	 1.01e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 4	10	    11236.337904	  2e-03	      0.889969676	  1e-07	 2.01e-08	 0.00e+00	 2.01e-08	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 4	 8	    12811.534110	  2e-03	      0.780546648	  1e-07	 4.03e-08	 1.07e-10	 4.04e-08	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 4	 6	    14120.364747	  2e-03	      0.708197003	  9e-08	 3.34e-07	 0.00e+00	 3.34e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 5	10	     8294.533193	  1e-03	      1.205613356	  2e-07	 8.26e-09	 0.00e+00	 8.26e-09	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 5	 8	     9768.635994	  1e-03	      1.023684372	  1e-07	 1.93e-07	 3.37e-10	 1.93e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 5	 6	    10995.929478	  1e-03	      0.909427440	  1e-07	 8.23e-07	 0.00e+00	 8.23e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 6	10	     5586.396806	  6e-04	      1.790062602	  2e-07	 4.73e-08	 0.00e+00	 4.73e-08	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 6	 8	     6956.871998	  7e-04	      1.437427626	  1e-07	 5.86e-07	 1.78e-09	 5.88e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 6	 6	     8100.998024	  7e-04	      1.234415805	  1e-07	 1.23e-06	 0.00e+00	 1.23e-06	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 7	10	     3120.724948	  3e-04	      3.204383650	  3e-07	 2.09e-07	 0.00e+00	 2.09e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 7	 8	     4383.223891	  3e-04	      2.281425784	  2e-07	 5.38e-07	 2.57e-08	 5.64e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 7	 6	     5441.245939	  3e-04	      1.837814374	  1e-07	 4.33e-07	 0.00e+00	 4.33e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 8	10	      911.047096	  1e-04	     10.976380962	  1e-06	 4.53e-09	 0.00e+00	 4.53e-09	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 8	 8	     2058.787036	  6e-05	      4.857228953	  1e-07	 1.27e-08	 1.09e-07	 1.21e-07	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 8	 6	     3026.060548	  3e-05	      3.304626540	  3e-08	 6.43e-08	 0.00e+00	 6.43e-08	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 8	 9	 6	      869.546096	  8e-05	     11.500252886	  1e-06	 1.02e-08	 0.00e+00	 1.02e-08	 4.83e-06	    -4807.313232	  5e-03	    45049.2	 17
 9	 9	 0	11	    24673.783738	  4e-03	      0.405288468	  7e-08	 3.60e-11	 0.00e+00	 3.60e-11	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 0	 9	    26803.884390	  5e-03	      0.373080254	  6e-08	 1.26e-12	 2.75e-14	 1.28e-12	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 0	 7	    28618.376796	  5e-03	      0.349425828	  6e-08	 3.17e-10	 0.00e+00	 3.17e-10	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 1	11	    20878.874203	  4e-03	      0.478953027	  8e-08	 4.47e-10	 0.00e+00	 4.47e-10	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 1	 9	    22897.406273	  4e-03	      0.436730688	  7e-08	 5.37e-11	 4.55e-13	 5.42e-11	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 1	 7	    24618.321568	  4e-03	      0.406201535	  6e-08	 4.12e-09	 0.00e+00	 4.12e-09	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 2	11	    17312.308615	  3e-03	      0.577623714	  9e-08	 2.70e-09	 0.00e+00	 2.70e-09	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 2	 9	    19221.130871	  3e-03	      0.520260752	  8e-08	 8.09e-10	 4.49e-12	 8.14e-10	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 2	 7	    20850.229432	  3e-03	      0.479611029	  7e-08	 2.70e-08	 0.00e+00	 2.70e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 3	11	    13972.082258	  2e-03	      0.715712935	  1e-07	 1.01e-08	 0.00e+00	 1.01e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 3	 9	    15772.105332	  2e-03	      0.634030764	  9e-08	 6.92e-09	 2.99e-11	 6.95e-09	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 3	 7	    17310.403973	  2e-03	      0.577687269	  8e-08	 1.16e-07	 0.00e+00	 1.16e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 4	11	    10858.425056	  2e-03	      0.920943871	  1e-07	 2.31e-08	 0.00e+00	 2.31e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 4	 9	    12549.465458	  2e-03	      0.796846689	  1e-07	 4.17e-08	 1.34e-10	 4.18e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 4	 7	    13997.135936	  2e-03	      0.714431870	  8e-08	 3.66e-07	 0.00e+00	 3.66e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 5	11	     7974.174470	  1e-03	      1.254048308	  2e-07	 1.29e-08	 0.00e+00	 1.29e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 5	 9	     9554.737243	  1e-03	      1.046601256	  1e-07	 1.95e-07	 4.14e-10	 1.96e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 5	 7	    10910.955869	  1e-03	      0.916509985	  9e-08	 8.41e-07	 0.00e+00	 8.41e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 6	11	     5325.320288	  5e-04	      1.877821325	  2e-07	 3.05e-08	 0.00e+00	 3.05e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 6	 9	     6792.275197	  6e-04	      1.472260724	  1e-07	 5.68e-07	 2.34e-09	 5.71e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 6	 7	     8055.001823	  6e-04	      1.241464648	  9e-08	 1.11e-06	 0.00e+00	 1.11e-06	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 7	11	     2921.806229	  2e-04	      3.422540448	  3e-07	 1.53e-07	 0.00e+00	 1.53e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 7	 9	     4269.896221	  2e-04	      2.341977295	  1e-07	 4.80e-07	 3.35e-08	 5.13e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 7	 7	     5435.546417	  2e-04	      1.839741441	  8e-08	 2.74e-07	 0.00e+00	 2.74e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 8	11	      778.740611	  8e-05	     12.841246313	  1e-06	 2.23e-09	 0.00e+00	 2.23e-09	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 8	 9	     1999.806842	  2e-05	      5.000482942	  6e-08	 9.17e-09	 1.29e-07	 1.38e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 8	 7	     3062.753294	  3e-05	      3.265036077	  3e-08	 1.24e-07	 0.00e+00	 1.24e-07	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	 9	 9	 7	      951.779685	  1e-04	     10.506633161	  1e-06	 1.54e-08	 0.00e+00	 1.54e-08	 4.58e-06	    -4312.222154	  5e-03	    45761.5	 57
 9	10	 0	12	    24034.908488	  4e-03	      0.416061497	  7e-08	 3.37e-11	 0.00e+00	 3.37e-11	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 0	10	    26302.589711	  4e-03	      0.380190700	  6e-08	 1.72e-12	 3.47e-14	 1.76e-12	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 0	 8	    28281.567009	  5e-03	      0.353587197	  6e-08	 3.91e-10	 0.00e+00	 3.91e-10	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 1	12	    20301.900662	  3e-03	      0.492564719	  8e-08	 4.28e-10	 0.00e+00	 4.28e-10	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 1	10	    22449.772321	  4e-03	      0.445438816	  7e-08	 6.34e-11	 5.85e-13	 6.40e-11	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 1	 8	    24325.927649	  4e-03	      0.411084015	  6e-08	 4.93e-09	 0.00e+00	 4.93e-09	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 2	12	    16796.336145	  3e-03	      0.595367937	  1e-07	 2.67e-09	 0.00e+00	 2.67e-09	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 2	10	    18826.228184	  3e-03	      0.531173844	  8e-08	 8.90e-10	 5.79e-12	 8.96e-10	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 2	 8	    20601.395118	  3e-03	      0.485404020	  7e-08	 3.12e-08	 0.00e+00	 3.12e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 3	12	    13516.769023	  2e-03	      0.739821771	  1e-07	 1.04e-08	 0.00e+00	 1.04e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 3	10	    15429.451542	  2e-03	      0.648111177	  9e-08	 7.35e-09	 3.74e-11	 7.38e-09	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 3	 8	    17104.620458	  2e-03	      0.584637351	  8e-08	 1.29e-07	 0.00e+00	 1.29e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 4	12	    10464.083293	  1e-03	      0.955649885	  1e-07	 2.52e-08	 0.00e+00	 2.52e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 4	10	    12259.091730	  2e-03	      0.815721117	  1e-07	 4.32e-08	 1.63e-10	 4.34e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 4	 8	    13834.287936	  2e-03	      0.722841685	  8e-08	 3.86e-07	 0.00e+00	 3.86e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 5	12	     7641.913247	  9e-04	      1.308572824	  2e-07	 1.67e-08	 0.00e+00	 1.67e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 5	10	     9317.287018	  1e-03	      1.073273795	  1e-07	 1.98e-07	 4.96e-10	 1.98e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 5	 8	    10791.389819	  1e-03	      0.926664699	  9e-08	 8.26e-07	 0.00e+00	 8.26e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 6	12	     5057.261261	  5e-04	      1.977354834	  2e-07	 2.01e-08	 0.00e+00	 2.01e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 6	10	     6609.150632	  5e-04	      1.513053728	  1e-07	 5.47e-07	 3.06e-09	 5.50e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 6	 8	     7979.625823	  5e-04	      1.253191593	  8e-08	 9.52e-07	 0.00e+00	 9.52e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 7	12	     2721.418927	  2e-04	      3.674553705	  2e-07	 1.10e-07	 0.00e+00	 1.10e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 7	10	     4143.478774	  2e-04	      2.413430971	  1e-07	 4.19e-07	 4.27e-08	 4.62e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 7	 8	     5405.977716	  2e-04	      1.849804147	  6e-08	 1.37e-07	 0.00e+00	 1.37e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 8	12	      651.390635	  5e-05	     15.351771215	  1e-06	 9.73e-10	 0.00e+00	 9.73e-10	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 8	10	     1933.800922	  2e-05	      5.171163115	  6e-08	 6.15e-09	 1.48e-07	 1.54e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 8	 8	     3081.540862	  7e-05	      3.245129774	  7e-08	 2.02e-07	 0.00e+00	 2.02e-07	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	10	 9	 8	     1022.753825	  1e-04	      9.777523932	  1e-06	 2.10e-08	 0.00e+00	 2.10e-08	 4.29e-06	    -3784.559406	  5e-03	    46520.7	 21
 9	11	 0	13	    23363.733908	  4e-03	      0.428013777	  8e-08	 3.12e-11	 0.00e+00	 3.12e-11	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 0	11	    25755.462094	  4e-03	      0.388267155	  7e-08	 2.27e-12	 4.28e-14	 2.32e-12	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 0	 9	    27885.562747	  4e-03	      0.358608506	  6e-08	 4.63e-10	 0.00e+00	 4.63e-10	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 1	13	    19696.372845	  3e-03	      0.507707692	  9e-08	 4.04e-10	 0.00e+00	 4.04e-10	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 1	11	    21960.552560	  3e-03	      0.455361948	  7e-08	 7.44e-11	 7.35e-13	 7.51e-11	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 1	 9	    23979.084630	  4e-03	      0.417030097	  6e-08	 5.68e-09	 0.00e+00	 5.68e-09	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 2	13	    16255.614737	  2e-03	      0.615172060	  9e-08	 2.59e-09	 0.00e+00	 2.59e-09	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 2	11	    18393.986971	  3e-03	      0.543655925	  8e-08	 9.80e-10	 7.26e-12	 9.88e-10	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 2	 9	    20302.809228	  3e-03	      0.492542677	  7e-08	 3.47e-08	 0.00e+00	 3.47e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 3	13	    13040.635094	  2e-03	      0.766833818	  1e-07	 1.04e-08	 0.00e+00	 1.04e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 3	11	    15053.760615	  2e-03	      0.664285839	  9e-08	 7.80e-09	 4.60e-11	 7.85e-09	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 3	 9	    16853.783689	  2e-03	      0.593338575	  7e-08	 1.38e-07	 0.00e+00	 1.38e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 4	13	    10053.053715	  1e-03	      0.994722627	  1e-07	 2.63e-08	 0.00e+00	 2.63e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 4	11	    11940.103413	  1e-03	      0.837513684	  1e-07	 4.49e-08	 1.94e-10	 4.51e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 4	 9	    13631.143815	  1e-03	      0.733614151	  8e-08	 3.93e-07	 0.00e+00	 3.93e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 5	13	     7297.413237	  8e-04	      1.370348598	  1e-07	 1.90e-08	 0.00e+00	 1.90e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 5	11	     9055.852827	  8e-04	      1.104258228	  1e-07	 2.00e-07	 5.85e-10	 2.00e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 5	 9	    10636.415599	  9e-04	      0.940166347	  8e-08	 7.78e-07	 0.00e+00	 7.78e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 6	13	     4781.888592	  4e-04	      2.091223960	  2e-07	 1.37e-08	 0.00e+00	 1.37e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 6	11	     6406.998644	  4e-04	      1.560793213	  1e-07	 5.20e-07	 3.98e-09	 5.24e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 6	 9	     7873.953554	  4e-04	      1.270010031	  7e-08	 7.63e-07	 0.00e+00	 7.63e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 7	13	     2519.363296	  1e-04	      3.969256842	  2e-07	 7.76e-08	 0.00e+00	 7.76e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 7	11	     4003.484586	  9e-05	      2.497824029	  6e-08	 3.56e-07	 5.35e-08	 4.10e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 7	 9	     5351.574577	  9e-05	      1.868608922	  3e-08	 4.17e-08	 0.00e+00	 4.17e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 8	13	      529.142502	  2e-05	     18.898500805	  8e-07	 3.62e-10	 0.00e+00	 3.62e-10	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 8	11	     1860.418968	  7e-05	      5.375133329	  2e-07	 3.73e-09	 1.64e-07	 1.68e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 8	 9	     3081.485199	  1e-04	      3.245188393	  1e-07	 2.90e-07	 0.00e+00	 2.90e-07	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	11	 9	 9	     1081.678357	  2e-04	      9.244892380	  1e-06	 2.61e-08	 0.00e+00	 2.61e-08	 3.98e-06	    -3230.543797	  5e-03	    47317.8	 69
 9	12	 0	14	    22660.250006	  4e-03	      0.441301398	  8e-08	 2.87e-11	 0.00e+00	 2.87e-11	 3.66e-06	    -2656.807160	  5e-03	    48143.3	 25
 9	12	 0	12	    25162.660734	  4e-03	      0.397414252	  7e-08	 2.91e-12	 5.18e-14	 2.96e-12	 3.66e-06	    -2656.807160	  5e-03	    48143.3	 25
